0 1024 -1 
4 9 -1861203712 
8 15 -1861203712 
12 16 -1861203712 
16 17 -1861203712 
20 17 -1861203712 
24 17 -1861203712 
28 17 -1861203712 
32 17 -1861203712 
36 17 -1861203712 
40 17 -1861203712 
44 17 -1861203712 
48 17 -1861203712 
52 17 -1861203712 
56 17 -1861203712 
60 17 -1861203712 
64 17 -1861203712 
68 17 -1861203712 
72 17 -1861203712 
76 17 -1861203712 
80 17 -1861203712 
84 17 -1861203712 
88 17 -1861203712 
92 17 -1861203712 
96 17 -1861203712 
100 17 -1861203712 
104 18 -1861203712 
108 18 -1861203712 
112 18 -1861203712 
116 18 -1861203712 
120 18 -1861203712 
124 18 -1861203712 
128 18 -1861203712 
132 18 -1861203712 
136 18 -1861203712 
140 18 -1861203712 
144 18 -1861203712 
148 18 -1861203712 
152 18 -1861203712 
156 18 -1861203712 
160 18 -1861203712 
164 18 -1861203712 
168 18 -1861203712 
172 18 -1861203712 
176 18 -1861203712 
180 18 -1861203712 
184 18 -1861203712 
188 18 -1861203712 
192 18 -1861203712 
196 18 -1861203712 
200 18 -1861203712 
204 18 -1861203712 
208 18 -1861203712 
212 18 -1861203712 
216 18 -1861203712 
220 18 -1861203712 
224 18 -1861203712 
228 18 -1861203712 
232 18 -1861203712 
236 18 -1861203712 
240 18 -1861203712 
244 18 -1861203712 
248 18 -1861203712 
252 18 -1861203712 
256 18 -1861203712 
260 18 -1861203712 
264 18 -1861203712 
268 18 -1861203712 
272 18 -1861203712 
276 18 -1861203712 
280 18 -1861203712 
284 18 -1861203712 
288 18 -1861203712 
292 18 -1861203712 
296 18 -1861203712 
300 18 -1861203712 
304 18 -1861203712 
308 18 -1861203712 
312 18 -1861203712 
316 18 -1861203712 
320 18 -1861203712 
324 18 -1861203712 
328 18 -1861203712 
332 18 -1861203712 
336 18 -1861203712 
340 18 -1861203712 
344 18 -1861203712 
348 18 -1861203712 
352 18 -1861203712 
356 18 -1861203712 
360 18 -1861203712 
364 18 -1861203712 
368 18 -1861203712 
372 18 -1861203712 
376 18 -1861203712 
380 18 -1861203712 
384 18 -1861203712 
388 18 -1861203712 
392 18 -1861203712 
396 18 -1861203712 
