0.000000 15.000000 16.000000 
0.010000 15.788840 13.821449 
0.020000 16.949478 12.056526 
0.030000 18.484694 10.659615 
0.040000 20.408592 9.588834 
0.050000 22.741451 8.811014 
0.060000 25.503862 8.305080 
0.070000 28.708755 8.065250 
0.080000 32.349384 8.105221 
0.090000 36.380688 8.464427 
0.100000 40.690758 9.217224 
0.110000 45.059624 10.484633 
0.120000 49.107433 12.443828 
0.130000 52.250965 15.318536 
0.140000 53.725605 19.310814 
0.150000 52.775631 24.420265 
0.160000 49.070118 30.170141 
0.170000 43.121857 35.489067 
0.180000 36.206333 39.097965 
0.190000 29.679358 40.235371 
0.200000 24.349998 39.007175 
0.210000 20.408276 36.104488 
0.220000 17.696060 32.330685 
0.230000 15.960025 28.320463 
0.240000 14.974484 24.476395 
0.250000 14.574493 21.010427 
0.260000 14.652002 18.007467 
0.270000 15.142901 15.478241 
0.280000 16.014843 13.395447 
0.290000 17.257950 11.716181 
0.300000 18.877972 10.395084 
0.310000 20.890831 9.391865 
0.320000 23.317429 8.675774 
0.330000 26.177452 8.228840 
0.340000 29.480680 8.049191 
0.350000 33.213757 8.155607 
0.360000 37.319649 8.594376 
0.370000 41.666473 9.449156 
0.380000 46.003410 10.852902 
0.390000 49.908138 12.995207 
0.400000 52.751171 16.104034 
0.410000 53.745350 20.356766 
0.420000 52.186962 25.671253 
0.430000 47.905766 31.435324 
0.440000 41.616707 36.477673 
0.450000 34.683422 39.573193 
0.460000 28.377220 40.147747 
0.470000 23.356977 38.477314 
0.480000 19.708473 35.315189 
0.490000 17.235123 31.442415 
0.500000 15.683289 27.442102 
0.510000 14.839888 23.669224 
0.520000 14.553539 20.302143 
0.530000 14.727124 17.405321 
0.540000 15.304544 14.978470 
0.550000 16.259146 12.989283 
0.560000 17.585045 11.393422 
0.570000 19.290693 10.146150 
0.580000 21.393585 9.208975 
0.590000 23.914944 8.553726 
0.600000 26.873127 8.165696 
0.610000 30.274124 8.047142 
0.620000 34.096970 8.222265 
0.630000 38.271126 8.744695 
0.640000 42.642544 9.708003 
0.650000 46.926868 11.257520 
0.660000 50.657284 13.594534 
0.670000 53.159996 16.947100 
0.680000 53.636990 21.457493 
0.690000 51.459980 26.947163 
0.700000 46.639252 32.665440 
0.710000 40.080063 37.367447 
0.720000 33.193977 39.920395 
0.730000 27.140694 39.947441 
0.740000 22.432528 37.873795 
0.750000 19.066692 34.491570 
0.760000 16.819382 30.548635 
0.770000 15.441210 26.575512 
0.780000 14.732545 22.882378 
0.790000 14.555124 19.617186 
0.800000 14.822083 16.826378 
0.810000 15.484759 14.500250 
0.820000 16.521770 12.602453 
0.830000 17.930916 11.087782 
0.839999 19.723093 9.912434 
0.849999 21.917107 9.039916 
0.859999 24.534185 8.444783 
0.869999 27.590897 8.115762 
0.879999 31.088730 8.059483 
0.889999 34.998001 8.305934 
0.899999 39.233006 8.916612 
0.909999 43.615189 9.995617 
0.919999 47.823967 11.700956 
0.929999 51.346504 14.244379 
0.939999 53.468300 17.848698 
0.949999 53.394958 22.609154 
0.959999 50.598431 28.236828 
0.969999 45.284489 33.845142 
0.979999 38.528309 38.147861 
0.989999 31.748291 40.139503 
